trip,tripSlug,photoId,location,date,alt,caption,description,Make,Model,LensModel,FocalLength,FocalLengthIn35mmFormat,FNumber,ExposureTime,ISO,ExposureProgram,MeteringMode,WhiteBalance,Flash,DateTimeOriginal,GPSLatitude,GPSLongitude,width,height,src
"bali-2026","bali-2026","bal26-034","Bali, Indonesia","2026-06-14","Bali street scene at golden hour, woman adjusting helmet on red Honda Scoopy scooter at a Pertamini roadside fuel stand, Indonesia.","Golden hour, daily errands, local rhythm","Golden hour light bathes a vibrant street scene in Bali, Indonesia. A woman prepares to ride a red Honda Scoopy scooter, adjusting her black helmet. Behind her, a traditional Pertamini roadside fuel stand with its distinct manual pump structure adds local character. Warm sunlight streaks across the concrete, highlighting the bustling yet calm atmosphere of everyday life. Other locals are visible in the soft, diffused background light, contributing to the authentic street ambiance.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","640","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:33:54","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/34-bali-street-scooter-golden-hour-pertamini-indonesia"
"bali-2026","bali-2026","bal26-035","Bali, Indonesia","2026-06-14","Bali rural landscape at golden hour, lush rice paddies, village houses, banana leaves, and vibrant orange sunset sky.","Golden fields at sunset","Golden hour light bathes a serene Bali rural landscape. Lush green rice paddies stretch towards a village dotted with traditional houses, while banana leaves frame the foreground. Overhead, the sky glows a warm orange, creating a tranquil atmosphere. Scattered construction materials and power lines hint at evolving island life amidst the timeless agricultural scenery.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","250","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:34:24","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/35-bali-rice-paddies-golden-hour-rural-landscape-indonesia"
"bali-2026","bali-2026","bal26-036","Bali, Indonesia","2026-06-14","Bali street scene with three local men, one smoking, one carrying a red bag, another washing near a Pertamini gas stand and shopfronts.","Urban rhythms, candid street life","A vibrant Bali street scene captures daily life unfolding. Three local men engage in various activities near a Pertamini gasoline stand and bustling shopfronts. One man sits smoking on stacked boxes, another walks with a red bag. A third crouches, washing the ground with a blue hose, creating luminous splashes. Diffused light illuminates worn pavement and everyday interactions, showcasing authentic Indonesian street life.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","1600","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:34:51","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/36-bali-indonesia-street-scene-men-pertamini-gas-stand-daily-life"
"bali-2026","bali-2026","bal26-037","Bali, Indonesia","2026-06-14","Bali street scene: local man watering ground by a colorful Pertamini roadside petrol stand, showcasing daily life, Indonesia.","Daily rhythms observed","A man in a white tank top and dark shorts crouches, watering a concrete path with a blue hose. Adjacent is a vibrant blue and green Pertamini roadside petrol pump, a common sight in Indonesia. The scene is bathed in a warm, natural light, creating soft reflections on the wet ground. In the background, large water bottles and various goods hang, hinting at a bustling street vendor environment. This captures a candid moment of daily life in Bali.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","1600","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:34:52","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/37-bali-roadside-pertamini-petrol-station-local-life"
"bali-2026","bali-2026","bal26-038","Bali, Indonesia","2026-06-14","Golden hour in Bali, Indonesia. Local street food stall, vendors preparing meals, a delivery rider on scooter waits. Warm light.","Golden hour street food bustle","Golden light bathes a bustling street food stall in Bali, Indonesia. A vendor prepares dishes while a delivery rider on a scooter waits patiently. Warm hues illuminate the vibrant scene, highlighting everyday local life. The low angle sun creates long shadows and a luminous atmosphere, capturing the essence of an evening mealtime on the island.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","640","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:35:08","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/38-bali-street-food-stall-sunset-scooter-indonesia"
"bali-2026","bali-2026","bal26-039","Bali, Indonesia","2026-06-14","Bali street scene at golden hour with local vendor at market stall selling poultry, two scooters parked on a dusty roadside in Indonesia.","Street market golden glow","Golden hour light bathes a vibrant street scene in Bali, Indonesia. A local vendor stands at a makeshift market stall, preparing goods, displaying raw poultry. Dramatic shadows stretch across the dusty road where two scooters are parked, one with a rider. Corrugated metal structures and tangled overhead wires frame this authentic glimpse into Balinese daily life, capturing the island's warm, bustling atmosphere.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","640","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:35:11","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/39-bali-street-market-vendor-scooter-golden-hour-indonesia"
"bali-2026","bali-2026","bal26-040","Bali, Indonesia","2026-06-14","Two Balinese women in pink kebaya and purple sarongs with sashes stand near a temple adorned with poleng fabric in Bali, Indonesia.","Timeless Balinese spiritual grace","Two Balinese women stand gracefully, adorned in beautiful pink lace kebayas and vibrant purple sarongs with bright pink sashes. Traditional Balinese architecture, featuring dark carved stone and sacred poleng cloth, forms the backdrop. Lush tropical greenery frames the scene, illuminated by the soft, warm glow of late afternoon light. Their serene presence captures the authentic spirit and cultural richness of Bali, Indonesia, a truly captivating island.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","3200","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:36:52","","","3600","5400","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/40-balinese-women-traditional-dress-temple-bali-indonesia"
"bali-2026","bali-2026","bal26-041","Bali, Indonesia","2026-06-14","Balinese woman and young child on black scooter, surrounded by vibrant palm leaf offerings in a lively market street, Bali, Indonesia.","Generational ride, market life's essence","A Balinese woman gently holds a young child on a black scooter, the child's gaze engaging the viewer directly. They are paused amidst a vibrant market scene in Bali, Indonesia. Elaborate traditional palm leaf offerings, some adorned with pink flowers, surround them. Bundles of incense sticks are visible on shelves in the background. An LED light illuminates the bustling, authentic street life.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","3200","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:37:18","","","3619","5429","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/41-bali-woman-child-scooter-market-offerings-indonesia"
"bali-2026","bali-2026","bal26-042","Bali, Indonesia","2026-06-14","Candid street portrait of a Balinese woman and young girl on a black Honda scooter, market background, Bali, Indonesia.","Island journey, shared gaze","A Balinese woman and young girl share a moment on a Honda scooter, a common sight across the island. The candid scene unfolds against a vibrant, blurred market backdrop, hinting at daily life. Soft daylight illuminates their faces, revealing an intimate connection and the child's direct gaze. Details like the scooter's design and market signs ground this authentic street scene in Bali, Indonesia. It captures the spirit of family and mobility.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","4000","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:37:18","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/42-bali-scooter-mother-daughter-portrait-indonesia-street"
"bali-2026","bali-2026","bal26-043","Bali, Indonesia","2026-06-14","Balinese man on red stool adjusts thatched roof of roadside stall in Bali. Young girl walks past checkered counter. Golden light, utility wires.","Morning preparations on a bustling street","Golden hour light bathes a bustling Bali street scene. A man, standing on a red stool, meticulously adjusts the straw roof of his roadside stall. A young girl, out of focus, walks by its checkered counter, holding a small object. Tangled utility wires crisscross above, while hints of a golden temple crown peak from behind, capturing the vibrant local life.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","1600","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:38:27","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/43-bali-street-vendor-stall-preparation-golden-hour-indonesia"
"bali-2026","bali-2026","bal26-044","Bali, Indonesia","2026-06-14","Bali rice paddies at golden hour with traditional homes, lush palms, and reflections in water, viewed from scooter, Indonesia.","Golden light on emerald paddies","Golden hour illuminates serene Balinese rice paddies, painting the water's surface with warm reflections. Young, vibrant green rice shoots emerge from the flooded fields, stretching towards the horizon. Traditional houses with terracotta roofs nestle among lush tropical foliage, including banana trees and palms. Utility poles stand against the soft, gradient sky, creating a peaceful, authentic Indonesian landscape. A quiet rural scene unfolds.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","500","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:40:46","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/44-bali-rice-paddies-golden-hour-village-landscape-indonesia"
"bali-2026","bali-2026","bal26-045","Bali, Indonesia","2026-06-14","Bali street vendor peeling fresh palm fruit under a colorful umbrella. Piles of tropical fruit, white fence, golden hour light, Indonesia.","Tropical bounty, golden light","A Bali street vendor sits, intently peeling tropical fruit under a vibrant, multi-colored umbrella. Piles of dark, round fruits, possibly palm fruit, await sale. Golden hour sunlight bathes the scene, casting warm glows on the white picket fence backdrop. Bottles of water and packaged snacks rest on a rustic wooden stand, showcasing a slice of authentic daily life in Bali, Indonesia.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","1000","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:41:37","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/45-bali-street-vendor-peeling-palm-fruit-golden-hour-indonesia"
"bali-2026","bali-2026","bal26-046","Bali, Indonesia","2026-06-14","Balinese local carnival, golden hour, colorful carousel, swing ride, people, parked scooters, intricate decorations, warm light.","Festive lights, golden hour magic","Golden hour light bathes a vibrant local carnival scene in Bali, Indonesia. Intricate, colorful decorations adorn the carousel and swing rides, illuminated by early evening lights. People gather, enjoying the festive atmosphere. Several scooters, parked on the dry earth in the foreground, indicate local transport, reflecting everyday island life and community gatherings.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","500","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:41:51","","","1866","2799","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/46-bali-local-carnival-golden-hour-scooters-indonesia"
"bali-2026","bali-2026","bal26-047","Bali, Indonesia","2026-06-14","Green Sate Ayam Lontong Madura street food cart in a Bali village, Indonesia. Vendor prepares food, traditional architecture, yellow penjor.","Vibrant cart, Madura sate","A vibrant green Sate Ayam Lontong Madura street food cart stands on a sunlit Bali village path. A vendor, partially visible, prepares food, embodying daily Indonesian culinary tradition. Warm, soft light highlights intricate Balinese traditional architecture and a festive yellow penjor in the background. This scene captures the authentic, bustling atmosphere of local street life, inviting a taste of Madura sate.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","1600","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:42:30","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/47-bali-indonesia-sate-ayam-lontong-madura-street-cart-vendor"
"bali-2026","bali-2026","bal26-048","Bali, Indonesia","2026-06-14","Older Balinese woman in teal shirt standing in rustic doorway, simple wooden stall with bottles, lush tropical plants. Bali, Indonesia.","Weathered gaze, quiet dignity","An older Balinese woman stands framed in a rustic wooden doorway, her gaze direct and expressive. She wears a vibrant teal shirt, contrasting with her weathered features. In the foreground, a simple, homemade wooden stall with a corrugated roof displays two dark bottles and a pink bowl, suggesting daily commerce or household items. Lush green tropical foliage softens the scene, highlighting the authentic, unhurried rhythm of local life in Bali, Indonesia.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","6400","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:14 11:43:16","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/48-balinese-woman-rustic-doorway-daily-life-bali-indonesia"
